img_original,triangle_id,camera_view,object_in_square,AB_cm,BC_cm,CA_cm,angle_A_deg,angle_B_deg,angle_C_deg,side_type,angle_type,ab_over_ac,abs_b_minus_c_deg,max_over_min_side,angle_range_deg
triangles_original/096_P1.jpg,096,planar,apple,89.7,90.4,90,60.41,59.96,59.63,equilateral,acute,0.9967,0.3287,1.0078,0.77
triangles_original/096_T0.jpg,096,tilted,none,89.7,90.4,90,60.41,59.96,59.63,equilateral,acute,0.9967,0.3287,1.0078,0.77
triangles_original/096_T1.jpg,096,tilted,apple,89.7,90.4,90,60.41,59.96,59.63,equilateral,acute,0.9967,0.3287,1.0078,0.77
triangles_original/097_P0.jpg,097,planar,none,40,40,40,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/097_P1.jpg,097,planar,box,40,40,40,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/097_T0.jpg,097,tilted,none,40,40,40,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/097_T1.jpg,097,tilted,box,40,40,40,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/098_P0.jpg,098,planar,none,20,20,20,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/098_P1.jpg,098,planar,stool,20,20,20,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/098_T0.jpg,098,tilted,none,20,20,20,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/098_T1.jpg,098,tilted,stool,20,20,20,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/099_P0.jpg,099,planar,none,90,90,90,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/099_P1.jpg,099,planar,laptop,90,90,90,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/099_T0.jpg,099,tilted,none,90,90,90,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/099_T1.jpg,099,tilted,laptop,90,90,90,60.00,60.00,60.00,equilateral,acute,1.0000,0.0000,1.0000,0.00
triangles_original/100_P0.jpg,100,planar,none,60.2,59.4,60,59.23,60.22,60.55,equilateral,acute,1.0033,0.3354,1.0135,1.32
triangles_original/100_P1.jpg,100,planar,pillow,60.2,59.4,60,59.23,60.22,60.55,equilateral,acute,1.0033,0.3354,1.0135,1.32
triangles_original/100_T0.jpg,100,tilted,none,60.2,59.4,60,59.23,60.22,60.55,equilateral,acute,1.0033,0.3354,1.0135,1.32
triangles_original/100_T1.jpg,100,tilted,pillow,60.2,59.4,60,59.23,60.22,60.55,equilateral,acute,1.0033,0.3354,1.0135,1.32
