image_path,gemini_2.5_pro_response,gemini_2.5_flash_response,openai_gpt_5_response,qwen_2.5_32b_response
triangles_original/052_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.3550,
  ""abs_b_minus_c_deg"": 67.5170,
  ""max_over_min_side"": 2.1739,
  ""angle_range_deg"": 85.6192
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.4731,
  ""abs_b_minus_c_deg"": 121.9302,
  ""max_over_min_side"": 2.7381,
  ""angle_range_deg"": 132.8706
}","{
""side_type"": ""scalene"",
""angle_type"": ""acute"",
""ab_over_ac"": 1.2830,
""abs_b_minus_c_deg"": 11.7420,
""max_over_min_side"": 1.3610,
""angle_range_deg"": 15.8420
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/052_T0.jpg,"{
    ""side_type"": ""scalene"",
    ""angle_type"": ""obtuse"",
    ""ab_over_ac"": 1.5503,
    ""abs_b_minus_c_deg"": 89.2601,
    ""max_over_min_side"": 2.0258,
    ""angle_range_deg"": 97.6282
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.1190,
  ""abs_b_minus_c_deg"": 98.1710,
  ""max_over_min_side"": 2.1190,
  ""angle_range_deg"": 98.1710
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1649,
  ""abs_b_minus_c_deg"": 9.5672,
  ""max_over_min_side"": 1.1974,
  ""angle_range_deg"": 15.3821
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/052_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.5012,
  ""abs_b_minus_c_deg"": 76.6126,
  ""max_over_min_side"": 1.9157,
  ""angle_range_deg"": 85.6214
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.0412,
  ""abs_b_minus_c_deg"": 174.1920,
  ""max_over_min_side"": 2.0412,
  ""angle_range_deg"": 174.2143
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2380,
  ""abs_b_minus_c_deg"": 14.5620,
  ""max_over_min_side"": 1.2790,
  ""angle_range_deg"": 17.4300
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/052_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.4375,
  ""abs_b_minus_c_deg"": 71.0423,
  ""max_over_min_side"": 1.9687,
  ""angle_range_deg"": 83.1800
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.3382,
  ""abs_b_minus_c_deg"": 19.4250,
  ""max_over_min_side"": 1.5293,
  ""angle_range_deg"": 40.1318
}","{""side_type"": ""scalene"", ""angle_type"": ""acute"", ""ab_over_ac"": 1.2438, ""abs_b_minus_c_deg"": 12.5632, ""max_over_min_side"": 1.2861, ""angle_range_deg"": 18.4475}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/053_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.6695,
  ""abs_b_minus_c_deg"": 78.9194,
  ""max_over_min_side"": 1.6695,
  ""angle_range_deg"": 78.9194
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.4887,
  ""abs_b_minus_c_deg"": 81.7503,
  ""max_over_min_side"": 2.0448,
  ""angle_range_deg"": 92.6592
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4630,
  ""abs_b_minus_c_deg"": 17.8200,
  ""max_over_min_side"": 1.6150,
  ""angle_range_deg"": 24.5700
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/053_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.4127,
  ""abs_b_minus_c_deg"": 92.8835,
  ""max_over_min_side"": 2.5150,
  ""angle_range_deg"": 108.6684
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2237,
  ""abs_b_minus_c_deg"": 30.6396,
  ""max_over_min_side"": 1.5414,
  ""angle_range_deg"": 44.9317
}","{""side_type"": ""scalene"", ""angle_type"": ""acute"", ""ab_over_ac"": 1.3324, ""abs_b_minus_c_deg"": 13.8471, ""max_over_min_side"": 1.4692, ""angle_range_deg"": 15.9265}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/053_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.3853,
  ""abs_b_minus_c_deg"": 65.2462,
  ""max_over_min_side"": 1.9992,
  ""angle_range_deg"": 80.1284
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.8792,
  ""abs_b_minus_c_deg"": 80.0243,
  ""max_over_min_side"": 1.8792,
  ""angle_range_deg"": 80.0243
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.3020,
  ""abs_b_minus_c_deg"": 12.4800,
  ""max_over_min_side"": 1.4200,
  ""angle_range_deg"": 18.9700
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2500,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.5000,
  ""angle_range_deg"": 20.0000
}
```"
triangles_original/053_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.4399,
  ""abs_b_minus_c_deg"": 69.2894,
  ""max_over_min_side"": 1.9245,
  ""angle_range_deg"": 80.7716
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.8024,
  ""abs_b_minus_c_deg"": 167.7885,
  ""max_over_min_side"": 2.2338,
  ""angle_range_deg"": 167.9370
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2180,
  ""abs_b_minus_c_deg"": 13.4270,
  ""max_over_min_side"": 1.3120,
  ""angle_range_deg"": 20.8420
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/054_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.7338,
  ""abs_b_minus_c_deg"": 67.4044,
  ""max_over_min_side"": 1.7338,
  ""angle_range_deg"": 67.4044
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.2716,
  ""abs_b_minus_c_deg"": 88.9783,
  ""max_over_min_side"": 2.2716,
  ""angle_range_deg"": 88.9783
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2700,
  ""abs_b_minus_c_deg"": 9.8200,
  ""max_over_min_side"": 1.3750,
  ""angle_range_deg"": 13.5000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/054_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.6196,
  ""abs_b_minus_c_deg"": 64.0325,
  ""max_over_min_side"": 1.6196,
  ""angle_range_deg"": 64.0325
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.6601,
  ""abs_b_minus_c_deg"": 19.6725,
  ""max_over_min_side"": 3.4670,
  ""angle_range_deg"": 126.7088
}","{
""side_type"": ""scalene"",
""angle_type"": ""acute"",
""ab_over_ac"": 1.1410,
""abs_b_minus_c_deg"": 7.2250,
""max_over_min_side"": 1.2150,
""angle_range_deg"": 14.1000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/054_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.4029,
  ""abs_b_minus_c_deg"": 60.1199,
  ""max_over_min_side"": 1.8160,
  ""angle_range_deg"": 71.5930
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4796,
  ""abs_b_minus_c_deg"": 42.5442,
  ""max_over_min_side"": 1.4796,
  ""angle_range_deg"": 42.5442
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1700,
  ""abs_b_minus_c_deg"": 9.8000,
  ""max_over_min_side"": 1.2600,
  ""angle_range_deg"": 16.5000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/054_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4368,
  ""abs_b_minus_c_deg"": 36.8446,
  ""max_over_min_side"": 1.4368,
  ""angle_range_deg"": 36.8446
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.6680,
  ""abs_b_minus_c_deg"": 84.8539,
  ""max_over_min_side"": 1.7477,
  ""angle_range_deg"": 86.5793
}","{
""side_type"": ""scalene"",
""angle_type"": ""acute"",
""ab_over_ac"": 1.3116,
""abs_b_minus_c_deg"": 10.7824,
""max_over_min_side"": 1.4167,
""angle_range_deg"": 14.0187
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/055_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.8529,
  ""abs_b_minus_c_deg"": 76.8760,
  ""max_over_min_side"": 1.8529,
  ""angle_range_deg"": 76.8760
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.8837,
  ""abs_b_minus_c_deg"": 55.6239,
  ""max_over_min_side"": 1.8837,
  ""angle_range_deg"": 55.6239
}","{""side_type"": ""scalene"", ""angle_type"": ""acute"", ""ab_over_ac"": 0.7470, ""abs_b_minus_c_deg"": 12.3600, ""max_over_min_side"": 1.3410, ""angle_range_deg"": 15.7200}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/055_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.2721,
  ""abs_b_minus_c_deg"": 89.6465,
  ""max_over_min_side"": 2.2721,
  ""angle_range_deg"": 89.6465
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.8889,
  ""abs_b_minus_c_deg"": 83.9743,
  ""max_over_min_side"": 1.8889,
  ""angle_range_deg"": 83.9743
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1274,
  ""abs_b_minus_c_deg"": 8.6432,
  ""max_over_min_side"": 1.1835,
  ""angle_range_deg"": 15.9276
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/055_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.9010,
  ""abs_b_minus_c_deg"": 47.3293,
  ""max_over_min_side"": 1.9010,
  ""angle_range_deg"": 47.3293
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 0.8854,
  ""abs_b_minus_c_deg"": 8.5751,
  ""max_over_min_side"": 1.3452,
  ""angle_range_deg"": 31.4074
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2410,
  ""abs_b_minus_c_deg"": 11.5630,
  ""max_over_min_side"": 1.3280,
  ""angle_range_deg"": 17.4260
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/055_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 2.3535,
  ""abs_b_minus_c_deg"": 58.9971,
  ""max_over_min_side"": 2.3535,
  ""angle_range_deg"": 58.9971
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 3.0057,
  ""abs_b_minus_c_deg"": 129.6489,
  ""max_over_min_side"": 3.0057,
  ""angle_range_deg"": 129.6489
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2560,
  ""abs_b_minus_c_deg"": 10.8420,
  ""max_over_min_side"": 1.3280,
  ""angle_range_deg"": 18.5460
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/056_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 3.7843,
  ""abs_b_minus_c_deg"": 103.0321,
  ""max_over_min_side"": 3.7843,
  ""angle_range_deg"": 103.0321
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.5648,
  ""abs_b_minus_c_deg"": 90.6620,
  ""max_over_min_side"": 2.5648,
  ""angle_range_deg"": 90.6620
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.3100,
  ""abs_b_minus_c_deg"": 13.8000,
  ""max_over_min_side"": 1.3400,
  ""angle_range_deg"": 15.6000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/056_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.7446,
  ""abs_b_minus_c_deg"": 100.1805,
  ""max_over_min_side"": 2.7446,
  ""angle_range_deg"": 100.1805
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.6535,
  ""abs_b_minus_c_deg"": 105.4616,
  ""max_over_min_side"": 2.6535,
  ""angle_range_deg"": 105.4616
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.3020,
  ""abs_b_minus_c_deg"": 7.4830,
  ""max_over_min_side"": 1.4170,
  ""angle_range_deg"": 15.2690
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/056_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 3.4082,
  ""abs_b_minus_c_deg"": 91.9002,
  ""max_over_min_side"": 3.4082,
  ""angle_range_deg"": 91.9002
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.2789,
  ""abs_b_minus_c_deg"": 91.9335,
  ""max_over_min_side"": 3.3218,
  ""angle_range_deg"": 115.9830
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2150,
  ""abs_b_minus_c_deg"": 9.8700,
  ""max_over_min_side"": 1.2940,
  ""angle_range_deg"": 16.5200
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/056_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 3.0801,
  ""abs_b_minus_c_deg"": 92.4517,
  ""max_over_min_side"": 3.0801,
  ""angle_range_deg"": 92.4517
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 3.3200,
  ""abs_b_minus_c_deg"": 98.0375,
  ""max_over_min_side"": 3.3200,
  ""angle_range_deg"": 98.0375
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2200,
  ""abs_b_minus_c_deg"": 10.6000,
  ""max_over_min_side"": 1.2700,
  ""angle_range_deg"": 13.7000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/057_P0.jpg,"{
    ""side_type"": ""scalene"",
    ""angle_type"": ""obtuse"",
    ""ab_over_ac"": 1.4141,
    ""abs_b_minus_c_deg"": 15.7341,
    ""max_over_min_side"": 1.8971,
    ""angle_range_deg"": 71.1763
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.9506,
  ""abs_b_minus_c_deg"": 25.7413,
  ""max_over_min_side"": 2.4622,
  ""angle_range_deg"": 85.9593
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2260,
  ""abs_b_minus_c_deg"": 6.8500,
  ""max_over_min_side"": 1.3020,
  ""angle_range_deg"": 11.6000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/057_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.1228,
  ""abs_b_minus_c_deg"": 5.6215,
  ""max_over_min_side"": 1.6192,
  ""angle_range_deg"": 61.6940
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.7720,
  ""abs_b_minus_c_deg"": 30.1011,
  ""max_over_min_side"": 2.0621,
  ""angle_range_deg"": 62.7313
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2970,
  ""abs_b_minus_c_deg"": 8.3120,
  ""max_over_min_side"": 1.3550,
  ""angle_range_deg"": 14.9200
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/057_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 4.3963,
  ""abs_b_minus_c_deg"": 64.6107,
  ""max_over_min_side"": 4.5049,
  ""angle_range_deg"": 77.0006
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.1205,
  ""abs_b_minus_c_deg"": 64.2086,
  ""max_over_min_side"": 2.1205,
  ""angle_range_deg"": 64.2086
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2040,
  ""abs_b_minus_c_deg"": 6.9200,
  ""max_over_min_side"": 1.2380,
  ""angle_range_deg"": 10.8000
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/057_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.9048,
  ""abs_b_minus_c_deg"": 39.8174,
  ""max_over_min_side"": 3.3340,
  ""angle_range_deg"": 90.0747
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 3.4364,
  ""abs_b_minus_c_deg"": 77.5419,
  ""max_over_min_side"": 3.4364,
  ""angle_range_deg"": 77.5419
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2810,
  ""abs_b_minus_c_deg"": 12.7340,
  ""max_over_min_side"": 1.4030,
  ""angle_range_deg"": 15.8960
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/058_P0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 1.0182,
  ""abs_b_minus_c_deg"": 0.4426,
  ""max_over_min_side"": 1.7929,
  ""angle_range_deg"": 98.2680
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.8318,
  ""abs_b_minus_c_deg"": 0.6693,
  ""max_over_min_side"": 2.1990,
  ""angle_range_deg"": 170.6457
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""right"",
  ""ab_over_ac"": 1.4190,
  ""abs_b_minus_c_deg"": 14.0362,
  ""max_over_min_side"": 1.4867,
  ""angle_range_deg"": 29.7274
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 26.5651,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 26.5651
}
```"
triangles_original/058_T0.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.6964,
  ""abs_b_minus_c_deg"": 11.6256,
  ""max_over_min_side"": 2.1279,
  ""angle_range_deg"": 96.8628
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.5825,
  ""abs_b_minus_c_deg"": 65.3803,
  ""max_over_min_side"": 1.7164,
  ""angle_range_deg"": 65.3803
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1635,
  ""abs_b_minus_c_deg"": 13.4278,
  ""max_over_min_side"": 1.2462,
  ""angle_range_deg"": 15.9824
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.4142,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.4142,
  ""angle_range_deg"": 30.0000
}
```"
triangles_original/058_P1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 2.2089,
  ""abs_b_minus_c_deg"": 40.7979,
  ""max_over_min_side"": 2.4366,
  ""angle_range_deg"": 66.5364
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.7426,
  ""abs_b_minus_c_deg"": 12.6570,
  ""max_over_min_side"": 1.8842,
  ""angle_range_deg"": 75.1343
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2345,
  ""abs_b_minus_c_deg"": 8.7210,
  ""max_over_min_side"": 1.3580,
  ""angle_range_deg"": 14.5600
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2345,
  ""abs_b_minus_c_deg"": 10.0000,
  ""max_over_min_side"": 1.5678,
  ""angle_range_deg"": 20.0000
}
```"
triangles_original/058_T1.jpg,"{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 0.8657,
  ""abs_b_minus_c_deg"": 1.9834,
  ""max_over_min_side"": 2.1069,
  ""angle_range_deg"": 144.4729
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""obtuse"",
  ""ab_over_ac"": 3.3428,
  ""abs_b_minus_c_deg"": 25.3736,
  ""max_over_min_side"": 4.1088,
  ""angle_range_deg"": 124.8061
}","{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.1892,
  ""abs_b_minus_c_deg"": 7.6240,
  ""max_over_min_side"": 1.2415,
  ""angle_range_deg"": 13.3700
}","```json
{
  ""side_type"": ""scalene"",
  ""angle_type"": ""acute"",
  ""ab_over_ac"": 1.2500,
  ""abs_b_minus_c_deg"": 15.0000,
  ""max_over_min_side"": 1.5000,
  ""angle_range_deg"": 20.0000
}
```"
